 * Serving Flask app "app" (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [05/Jul/2019 20:42:13] "GET /clean HTTP/1.0" 200 -
127.0.0.1 - - [05/Jul/2019 20:42:35] "GET /clean HTTP/1.0" 200 -
127.0.0.1 - - [05/Jul/2019 20:42:35] "GET /favicon.ico HTTP/1.0" 404 -
app.py:194: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['history'].count()
127.0.0.1 - - [05/Jul/2019 20:42:53] "GET /getQueryHistory?index=1&pageSize=15&type=0 HTTP/1.0" 200 -
127.0.0.1 - - [05/Jul/2019 20:42:56] "GET /ad HTTP/1.0" 200 -
127.0.0.1 - - [05/Jul/2019 20:42:56] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [05/Jul/2019 20:42:56] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
app.py:175: DeprecationWarning: count is deprecated. Use Collection.count_documents instead.
  data['todayCount'] = db['history'].find({'time': {'$gte': ctime}}).count()
app.py:176: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  data['totalCount'] = db['history'].count()
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:14:52] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:15:23] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:15:23] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:15:50] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:15:55] "GET /createCode?name=花瓣分期&phone=15670856378&count=140 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:15:55] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:17:11] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:17:11] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:17:32] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:17:33] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:17:38] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:17:38] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:17:43] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:17:43] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:17:55] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:18:11] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:18:11] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:18:54] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:19:36] "GET /createCode?name=优惠花&phone=13456745147&count=90 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:19:36] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:19:50] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:19:50] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:19:57] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:19:57] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:20:28] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:20:28] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:20:47] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:20:48] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:21:30] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:21:30] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:21:39] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:21:57] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:21:57] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:21:58] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:22:01] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:22:01] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:22:07] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:22:07] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:22:10] "POST /api/v1/history HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:22:19] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:22:22] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:22:23] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:22:34] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:24:18] "GET /createCode?name=金猪口袋&phone=15210646189&count=22 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:24:18] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:25:01] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:25:17] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:25:36] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:25:36] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:25:40] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:25:40] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:25:41] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:25:51] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:25:51] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:26:23] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:26:31] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:26:41] "GET /createCode?name=陛下钱庄&phone=13285725803&count=74 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:26:41] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:26:45] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:26:58] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:26:59] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:27:01] "GET /api/v1/ad HTTP/1.0" 200 -
app.py:175: DeprecationWarning: count is deprecated. Use Collection.count_documents instead.
  data['todayCount'] = db['history'].find({'time': {'$gte': ctime}}).count()
app.py:176: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  data['totalCount'] = db['history'].count()
127.0.0.1 - - [03/Sep/2019 10:27:24] "GET /getQueryCount HTTP/1.0" 200 -
app.py:196: DeprecationWarning: count is deprecated. Use Collection.count_documents instead.
  total = db['history'].find({'time': {'$gte': ctime}}).count()
127.0.0.1 - - [03/Sep/2019 10:27:27] "GET /getQueryHistory?index=1&pageSize=15&type=1 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:27:29] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:27:30] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:27:30] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:27:31] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:27:39] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:27:45] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:28:29] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:28:58] "GET /createCode?name=急到到&phone=18545996712&count=10 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:28:58] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:29:00] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:29:00] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:29:39] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:29:40] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:29:55] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:30:09] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:30:31] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:30:31] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:31:23] "GET /createCode?name=绿箭侠&phone=15602406895&count=37 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:31:23] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:32:35] "GET /createCode?name=妈咪桑&phone=15157752306&count=79 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:32:35] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:33:02] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:33:02] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:33:06] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:33:18] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:33:33] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:33:48] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:34:04] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:34:05] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:34:15] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:34:22] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:34:22] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:34:29] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:34:34] "GET /createCode?name=极易钱包&phone=13567182187&count=57 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:34:34] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:34:45] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:34:47] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:34:56] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:34:57] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:35:17] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:35:18] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:35:33] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:35:45] "GET / HTTP/1.0" 404 -
127.0.0.1 - - [03/Sep/2019 10:35:46] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:35:54] "GET /createCode?name=小鱼钱柜&phone=18506010202&count=80 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:35:54] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:36:29] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:36:29] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:36:53] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:37:05] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:37:26] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:37:31] "GET /createCode?name=趣玩添财&phone=13751073553&count=n7yy HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:37:39] "GET /createCode?name=趣玩添财&phone=13751073553&count=47 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:37:39] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:37:48] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:37:48] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:39:33] "GET /createCode?name=小借一下&phone=18055037100&count=10 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:39:33] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:40:58] "GET /createCode?name=乐乐钱袋&phone=15158620202&count=76 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:40:58] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:41:58] "GET /?c=4e5e5d7364f443e28fbf0d3ae744a59a HTTP/1.0" 404 -
127.0.0.1 - - [03/Sep/2019 10:41:59] "GET /?s=4e5e5d7364f443e28fbf0d3ae744a59a HTTP/1.0" 404 -
127.0.0.1 - - [03/Sep/2019 10:42:00] "GET /4e5e5d7364f443e28fbf0d3ae744a59a HTTP/1.0" 404 -
127.0.0.1 - - [03/Sep/2019 10:42:00] "GET /robots.txt HTTP/1.0" 404 -
127.0.0.1 - - [03/Sep/2019 10:42:01] "GET /xwjztestxwjztestxwjztest.txt HTTP/1.0" 404 -
127.0.0.1 - - [03/Sep/2019 10:42:03] "GET /createCode?name=小清新&phone=13588100919&count=88 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:42:03] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:43:10] "GET /createCode?name=诚信贷&phone=15630167076&count=64 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:43:11] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:43:57] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:43:58] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:44:18] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:49:17] "GET /createCode?name=周周来用&phone=13588844999&count=51 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:49:17] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:49:39] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:49:40] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:49:57] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:50:34] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:51:00] "GET /createCode?name=金钟罩&phone=18755607777&count=185 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:51:00] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:51:31] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:51:46] "POST /api/v1/history HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:51:50] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:51:50] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:52:35] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:52:45] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:52:45] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:52:52] "GET /createCode?name=饺子钱包&phone=13868498737&count=87 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:52:53] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:53:38] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:53:39] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:53:49] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:54:57] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:54:58] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:55:31] "GET /createCode?name=萝卜应急&phone=15310180099&count=67 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:55:31] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:57:24] "GET /createCode?name=随时花&phone=18187825681&count=90 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:57:24] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:58:21] "GET / HTTP/1.0" 404 -
127.0.0.1 - - [03/Sep/2019 10:58:21] "GET /createCode?name=荷叶花&phone=18456186868&count=62 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:58:21] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:58:40] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:58:59] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:59:00] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 10:59:09] "GET /createCode?name=小黄鱼&phone=13260551577&count=94 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 10:59:09] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 11:00:19] "GET /createCode?name=融信贷&phone=15605030900&count=91 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 11:00:19] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 11:01:10] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 11:01:11] "GET /static/upload/timg.jpeg HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 11:01:19] "GET /api/v1/ad HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 11:01:40] "POST /api/v1/search HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 11:02:08] "GET /createCode?name=顺锋&phone=15868001243&count=55 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 11:02:08] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 11:03:07] "GET /createCode?name=E下款&phone=15990779111&count=82 HTTP/1.0" 200 -
app.py:82: DeprecationWarning: count is deprecated. Use estimated_document_count or count_documents instead. Please note that $where must be replaced by $expr, $near must be replaced by $geoWithin with $center, and $nearSphere must be replaced by $geoWithin with $centerSphere
  total = db['auth_code'].count()
127.0.0.1 - - [03/Sep/2019 11:03:07] "GET /codeList?index=1&pageSize=15 HTTP/1.0" 200 -
127.0.0.1 - - [03/Sep/2019 11:03:55] "GET /createCode?name=飞迅钱包&phone=13113695101&count=70 HTTP/1.0" 200 -
